"Method","DupRate","LossRate","InputType","Replicate","Error"
"DupTree","5",0,"Input: true",33,0.0708554224576801
"A-Pro","5",0,"Input: true",33,0.0362874700408429
"MulRF","0",0.1,"Input: true",33,0.139198908507824
"DupTree","0",0.1,"Input: true",33,0.0984802338294685
"A-Pro","0",0.1,"Input: true",33,0.0599969784729183
"MulRF","0.2",0.1,"Input: true",33,0.138178488630801
"DupTree","0.2",0.1,"Input: true",33,0.073833374469541
"A-Pro","0.2",0.1,"Input: true",33,0.0263424751255661
"MulRF","1",0.1,"Input: true",33,0.156522273849696
"DupTree","1",0.1,"Input: true",33,0.0514747118810192
"A-Pro","1",0.1,"Input: true",33,0.0420894782803953
"MulRF","2",0.1,"Input: true",33,0.12384341429919
"DupTree","2",0.1,"Input: true",33,0.0849971002549864
"A-Pro","2",0.1,"Input: true",33,0.0223027185164392
"MulRF","5",0.1,"Input: true",33,0.149124038629234
"DupTree","5",0.1,"Input: true",33,0.0539888775558211
"A-Pro","5",0.1,"Input: true",33,0.0496889883559197
"MulRF","0",0.5,"Input: true",33,0.176510398238897
"DupTree","0",0.5,"Input: true",33,0.0651562413782813
"A-Pro","0",0.5,"Input: true",33,0.0439203912485391
"MulRF","0.2",0.5,"Input: true",33,0.13282680330798
"DupTree","0.2",0.5,"Input: true",33,0.0776141369831748
"A-Pro","0.2",0.5,"Input: true",33,0.0488576824497431
"MulRF","1",0.5,"Input: true",33,0.16799942638725
"DupTree","1",0.5,"Input: true",33,0.0534837188781239
"A-Pro","1",0.5,"Input: true",33,0.034116635741666
"MulRF","2",0.5,"Input: true",33,0.120421118307859
"DupTree","2",0.5,"Input: true",33,0.0984336624271236
"A-Pro","2",0.5,"Input: true",33,0.0442022270895541
"MulRF","5",0.5,"Input: true",33,0.148611668013036
"DupTree","5",0.5,"Input: true",33,0.0551171190803871
"A-Pro","5",0.5,"Input: true",33,0.0488254700787365
"MulRF","0",1,"Input: true",33,0.154149770271033
"DupTree","0",1,"Input: true",33,0.0934072917327285
"A-Pro","0",1,"Input: true",33,0.0434134820569307
"MulRF","0.2",1,"Input: true",33,0.106079636458308
"DupTree","0.2",1,"Input: true",33,0.0835759354871698
"A-Pro","0.2",1,"Input: true",33,0.0596846954617649
"MulRF","1",1,"Input: true",33,0.134535593669862
"DupTree","1",1,"Input: true",33,0.0754870819509961
"A-Pro","1",1,"Input: true",33,0.0274962765257806
"MulRF","2",1,"Input: true",33,0.166532994583249
"DupTree","2",1,"Input: true",33,0.0517588851158507
"A-Pro","2",1,"Input: true",33,0.0437913284823298
"MulRF","5",1,"Input: true",33,0.129491907786578
"DupTree","5",1,"Input: true",33,0.0822380418074317
"A-Pro","5",1,"Input: true",33,0.0237859959714115
"MulRF","0",0,"Input: Est. (100bp)",34,0.177018545009196
"DupTree","0",0,"Input: Est. (100bp)",34,0.0712113303248771
"A-Pro","0",0,"Input: Est. (100bp)",34,0.040640703458339
"MulRF","0.2",0,"Input: Est. (100bp)",34,0.139279632885009
"DupTree","0.2",0,"Input: Est. (100bp)",34,0.0681340924929827
"A-Pro","0.2",0,"Input: Est. (100bp)",34,0.0301850554347038
"MulRF","1",0,"Input: Est. (100bp)",34,0.106348194591701
"DupTree","1",0,"Input: Est. (100bp)",34,0.0719087771023624
"A-Pro","1",0,"Input: Est. (100bp)",34,0.0336986822728068
"MulRF","2",0,"Input: Est. (100bp)",34,0.165935314577073
"DupTree","2",0,"Input: Est. (100bp)",34,0.0956694364198484
"A-Pro","2",0,"Input: Est. (100bp)",34,0.025838317880407
"MulRF","5",0,"Input: Est. (100bp)",34,0.12790286719799
"DupTree","5",0,"Input: Est. (100bp)",34,0.0647577982977964
"A-Pro","5",0,"Input: Est. (100bp)",34,0.0219853113312274
"MulRF","0",0.1,"Input: Est. (100bp)",34,0.161870961003005
"DupTree","0",0.1,"Input: Est. (100bp)",34,0.0923668493516743
"A-Pro","0",0.1,"Input: Est. (100bp)",34,0.0343956746906042
"MulRF","0.2",0.1,"Input: Est. (100bp)",34,0.176463305521756
"DupTree","0.2",0.1,"Input: Est. (100bp)",34,0.0570026664761826
"A-Pro","0.2",0.1,"Input: Est. (100bp)",34,0.0360088755190372
"MulRF","1",0.1,"Input: Est. (100bp)",34,0.123165505658835
"DupTree","1",0.1,"Input: Est. (100bp)",34,0.0751746142166667
"A-Pro","1",0.1,"Input: Est. (100bp)",34,0.0337122734729201
"MulRF","2",0.1,"Input: Est. (100bp)",34,0.179602438025177
"DupTree","2",0.1,"Input: Est. (100bp)",34,0.074113383970689
"A-Pro","2",0.1,"Input: Est. (100bp)",34,0.0398495482001454
"MulRF","5",0.1,"Input: Est. (100bp)",34,0.17266656152904
"DupTree","5",0.1,"Input: Est. (100bp)",34,0.0678656510193832
"A-Pro","5",0.1,"Input: Est. (100bp)",34,0.0261088471766561
"MulRF","0",0.5,"Input: Est. (100bp)",34,0.120279202256352
"DupTree","0",0.5,"Input: Est. (100bp)",34,0.055678978189826
"A-Pro","0",0.5,"Input: Est. (100bp)",34,0.0358350227493793
"MulRF","0.2",0.5,"Input: Est. (100bp)",34,0.110408055186272
"DupTree","0.2",0.5,"Input: Est. (100bp)",34,0.068216410081368
"A-Pro","0.2",0.5,"Input: Est. (100bp)",34,0.050006331987679
"MulRF","1",0.5,"Input: Est. (100bp)",34,0.143292998895049
"DupTree","1",0.5,"Input: Est. (100bp)",34,0.0572289517847821
"A-Pro","1",0.5,"Input: Est. (100bp)",34,0.0572177466470748
"MulRF","2",0.5,"Input: Est. (100bp)",34,0.140399292688817
"DupTree","2",0.5,"Input: Est. (100bp)",34,0.0753627957310528
"A-Pro","2",0.5,"Input: Est. (100bp)",34,0.0317271495051682
"MulRF","5",0.5,"Input: Est. (100bp)",34,0.101101343799382
"DupTree","5",0.5,"Input: Est. (100bp)",34,0.0762691193027422
"A-Pro","5",0.5,"Input: Est. (100bp)",34,0.0475188323762268
"MulRF","0",1,"Input: Est. (100bp)",34,0.172035418786108
"DupTree","0",1,"Input: Est. (100bp)",34,0.0880987510667183
"A-Pro","0",1,"Input: Est. (100bp)",34,0.0201102697197348
"MulRF","0.2",1,"Input: Est. (100bp)",34,0.117342720776796
"DupTree","0.2",1,"Input: Est. (100bp)",34,0.0616754834074527
"A-Pro","0.2",1,"Input: Est. (100bp)",34,0.03103914802894
"MulRF","1",1,"Input: Est. (100bp)",34,0.104694835692644
"DupTree","1",1,"Input: Est. (100bp)",34,0.065558551508002
"A-Pro","1",1,"Input: Est. (100bp)",34,0.0382833529822528
"MulRF","2",1,"Input: Est. (100bp)",34,0.126711685024202
"DupTree","2",1,"Input: Est. (100bp)",34,0.0637354798149318
"A-Pro","2",1,"Input: Est. (100bp)",34,0.0351964676566422
"MulRF","5",1,"Input: Est. (100bp)",34,0.172089044880122
"DupTree","5",1,"Input: Est. (100bp)",34,0.0552894280757755
"A-Pro","5",1,"Input: Est. (100bp)",34,0.0480937179084867
"MulRF","0",0,"Input: Est. (500bp)",34,0.135220881681889
"DupTree","0",0,"Input: Est. (500bp)",34,0.0546069720876403
"A-Pro","0",0,"Input: Est. (500bp)",34,0.0515366786904633
"MulRF","0.2",0,"Input: Est. (500bp)",34,0.142304685860872
"DupTree","0.2",0,"Input: Est. (500bp)",34,0.0651347310747951
"A-Pro","0.2",0,"Input: Est. (500bp)",34,0.0364978082384914
"MulRF","1",0,"Input: Est. (500bp)",34,0.119424988199025
"DupTree","1",0,"Input: Est. (500bp)",34,0.079873437306378
"A-Pro","1",0,"Input: Est. (500bp)",34,0.0434318910725415
"MulRF","2",0,"Input: Est. (500bp)",34,0.108400846440345
"DupTree","2",0,"Input: Est. (500bp)",34,0.0552326589240693
"A-Pro","2",0,"Input: Est. (500bp)",34,0.0393191290087998
"MulRF","5",0,"Input: Est. (500bp)",34,0.165560644064099
"DupTree","5",0,"Input: Est. (500bp)",34,0.0894950428628363
"A-Pro","5",0,"Input: Est. (500bp)",34,0.0482827825192362
"MulRF","0",0.1,"Input: Est. (500bp)",34,0.17487772597
"DupTree","0",0.1,"Input: Est. (500bp)",34,0.0919995631556958
"A-Pro","0",0.1,"Input: Est. (500bp)",34,0.0463857887219638
"MulRF","0.2",0.1,"Input: Est. (500bp)",34,0.138317982889712
"DupTree","0.2",0.1,"Input: Est. (500bp)",34,0.0535673522041179
"A-Pro","0.2",0.1,"Input: Est. (500bp)",34,0.0419746637903154
"MulRF","1",0.1,"Input: Est. (500bp)",34,0.118246331773698
"DupTree","1",0.1,"Input: Est. (500bp)",34,0.0615004570106976
"A-Pro","1",0.1,"Input: Est. (500bp)",34,0.0407240223325789
"MulRF","2",0.1,"Input: Est. (500bp)",34,0.103497592043132
"DupTree","2",0.1,"Input: Est. (500bp)",34,0.0734674534993246
"A-Pro","2",0.1,"Input: Est. (500bp)",34,0.0447838146518916
"MulRF","5",0.1,"Input: Est. (500bp)",34,0.153977825473994
"DupTree","5",0.1,"Input: Est. (500bp)",34,0.0530542541528121
"A-Pro","5",0.1,"Input: Est. (500bp)",34,0.0412888442073017
"MulRF","0",0.5,"Input: Est. (500bp)",34,0.174265764784068
"DupTree","0",0.5,"Input: Est. (500bp)",34,0.0810368843027391
"A-Pro","0",0.5,"Input: Est. (500bp)",34,0.0309144303016365
"MulRF","0.2",0.5,"Input: Est. (500bp)",34,0.141683764383197
"DupTree","0.2",0.5,"Input: Est. (500bp)",34,0.0640058755874634
"A-Pro","0.2",0.5,"Input: Est. (500bp)",34,0.0488074131589383
"MulRF","1",0.5,"Input: Est. (500bp)",34,0.150953265335411
"DupTree","1",0.5,"Input: Est. (500bp)",34,0.0845838379813358
"A-Pro","1",0.5,"Input: Est. (500bp)",34,0.0430241216905415
"MulRF","2",0.5,"Input: Est. (500bp)",34,0.171480161193758
"DupTree","2",0.5,"Input: Est. (500bp)",34,0.0803446306614205
"A-Pro","2",0.5,"Input: Est. (500bp)",34,0.0448145410884172
"MulRF","5",0.5,"Input: Est. (500bp)",34,0.125842518769205
"DupTree","5",0.5,"Input: Est. (500bp)",34,0.0547981335315853
"A-Pro","5",0.5,"Input: Est. (500bp)",34,0.0546194924321026
"MulRF","0",1,"Input: Est. (500bp)",34,0.136001633778214
"DupTree","0",1,"Input: Est. (500bp)",34,0.065850155428052
"A-Pro","0",1,"Input: Est. (500bp)",34,0.0532152019627392
"MulRF","0.2",1,"Input: Est. (500bp)",34,0.101694842986763
"DupTree","0.2",1,"Input: Est. (500bp)",34,0.0584801406715997
"A-Pro","0.2",1,"Input: Est. (500bp)",34,0.0592220870498568
"MulRF","1",1,"Input: Est. (500bp)",34,0.146607075631619
"DupTree","1",1,"Input: Est. (500bp)",34,0.0885334222693928
"A-Pro","1",1,"Input: Est. (500bp)",34,0.0463615925144404
"MulRF","2",1,"Input: Est. (500bp)",34,0.101175183970481
"DupTree","2",1,"Input: Est. (500bp)",34,0.0807441638316959
"A-Pro","2",1,"Input: Est. (500bp)",34,0.0512916530482471
"MulRF","5",1,"Input: Est. (500bp)",34,0.126389227323234
"DupTree","5",1,"Input: Est. (500bp)",34,0.0891591419349425
"A-Pro","5",1,"Input: Est. (500bp)",34,0.05587421676144
"MulRF","0",0,"Input: true",34,0.117856085058302
"DupTree","0",0,"Input: true",34,0.0600917365285568
"A-Pro","0",0,"Input: true",34,0.0591699886880815
"MulRF","0.2",0,"Input: true",34,0.158931675869972
"DupTree","0.2",0,"Input: true",34,0.0569498496479355
"A-Pro","0.2",0,"Input: true",34,0.0399747591651976
"MulRF","1",0,"Input: true",34,0.104840619880706
"DupTree","1",0,"Input: true",34,0.0667812660802156
"A-Pro","1",0,"Input: true",34,0.0474534641765058
"MulRF","2",0,"Input: true",34,0.127567793987691
"DupTree","2",0,"Input: true",34,0.090549744933378
"A-Pro","2",0,"Input: true",34,0.0376177981309593
"MulRF","5",0,"Input: true",34,0.104425882399082
"DupTree","5",0,"Input: true",34,0.0711240607430227
"A-Pro","5",0,"Input: true",34,0.032047114931047
"MulRF","0",0.1,"Input: true",34,0.126421711035073
"DupTree","0",0.1,"Input: true",34,0.09713929311838
"A-Pro","0",0.1,"Input: true",34,0.0551410091295838
"MulRF","0.2",0.1,"Input: true",34,0.134661467298865
"DupTree","0.2",0.1,"Input: true",34,0.0702900665230118
"A-Pro","0.2",0.1,"Input: true",34,0.0537836695928127
"MulRF","1",0.1,"Input: true",34,0.178068326283246
"DupTree","1",0.1,"Input: true",34,0.0795246534748003
"A-Pro","1",0.1,"Input: true",34,0.0337213555164635
"MulRF","2",0.1,"Input: true",34,0.158769282866269
"DupTree","2",0.1,"Input: true",34,0.0882448784424923
"A-Pro","2",0.1,"Input: true",34,0.0503685087524354
"MulRF","5",0.1,"Input: true",34,0.13963272863999
"DupTree","5",0.1,"Input: true",34,0.0777417436707765
"A-Pro","5",0.1,"Input: true",34,0.0207023329567164
"MulRF","0",0.5,"Input: true",34,0.106733479723334
"DupTree","0",0.5,"Input: true",34,0.0574646357330494
"A-Pro","0",0.5,"Input: true",34,0.0312337911594659
"MulRF","0.2",0.5,"Input: true",34,0.143057746179402
"DupTree","0.2",0.5,"Input: true",34,0.0959566597128287
"A-Pro","0.2",0.5,"Input: true",34,0.0251791642047465
"MulRF","1",0.5,"Input: true",34,0.136525565460324
"DupTree","1",0.5,"Input: true",34,0.0723904858226888
"A-Pro","1",0.5,"Input: true",34,0.0338992100581527
"MulRF","2",0.5,"Input: true",34,0.10770880157128
"DupTree","2",0.5,"Input: true",34,0.0661943703191355
"A-Pro","2",0.5,"Input: true",34,0.0425546342413872
"MulRF","5",0.5,"Input: true",34,0.167587206587195
"DupTree","5",0.5,"Input: true",34,0.0828732183435932
"A-Pro","5",0.5,"Input: true",34,0.0226826487202197
"MulRF","0",1,"Input: true",34,0.146856475863606
"DupTree","0",1,"Input: true",34,0.0657327157910913
"A-Pro","0",1,"Input: true",34,0.0224366583116353
"MulRF","0.2",1,"Input: true",34,0.146838188804686
"DupTree","0.2",1,"Input: true",34,0.081540103640873
"A-Pro","0.2",1,"Input: true",34,0.0416235500946641
"MulRF","1",1,"Input: true",34,0.150531020723283
"DupTree","1",1,"Input: true",34,0.0972557286266238
"A-Pro","1",1,"Input: true",34,0.0321193759236485
"MulRF","2",1,"Input: true",34,0.17859376590699
"DupTree","2",1,"Input: true",34,0.075700700795278
"A-Pro","2",1,"Input: true",34,0.0405082279164344
"MulRF","5",1,"Input: true",34,0.133993770089
"DupTree","5",1,"Input: true",34,0.0688452209462412
"A-Pro","5",1,"Input: true",34,0.0356010645627975
"MulRF","0",0,"Input: Est. (100bp)",35,0.135585498921573
"DupTree","0",0,"Input: Est. (100bp)",35,0.0914753456832841
"A-Pro","0",0,"Input: Est. (100bp)",35,0.0239442816283554
"MulRF","0.2",0,"Input: Est. (100bp)",35,0.118641173690557
"DupTree","0.2",0,"Input: Est. (100bp)",35,0.0758946723886766
"A-Pro","0.2",0,"Input: Est. (100bp)",35,0.0250544473808259
"MulRF","1",0,"Input: Est. (100bp)",35,0.122122721355408
"DupTree","1",0,"Input: Est. (100bp)",35,0.0591820114292204
"A-Pro","1",0,"Input: Est. (100bp)",35,0.0470574660878628
"MulRF","2",0,"Input: Est. (100bp)",35,0.137124361153692
"DupTree","2",0,"Input: Est. (100bp)",35,0.0608114584698342
"A-Pro","2",0,"Input: Est. (100bp)",35,0.0206841446366161
"MulRF","5",0,"Input: Est. (100bp)",35,0.174532296862453
"DupTree","5",0,"Input: Est. (100bp)",35,0.0691441436065361
"A-Pro","5",0,"Input: Est. (100bp)",35,0.0342078125942498
"MulRF","0",0.1,"Input: Est. (100bp)",35,0.166545957941562
"DupTree","0",0.1,"Input: Est. (100bp)",35,0.0695543968118727
"A-Pro","0",0.1,"Input: Est. (100bp)",35,0.0356393403653055
"MulRF","0.2",0.1,"Input: Est. (100bp)",35,0.144668783135712
"DupTree","0.2",0.1,"Input: Est. (100bp)",35,0.0717265309300274
"A-Pro","0.2",0.1,"Input: Est. (100bp)",35,0.0500409756135195
"MulRF","1",0.1,"Input: Est. (100bp)",35,0.149301343001425
"DupTree","1",0.1,"Input: Est. (100bp)",35,0.0771300906199031
"A-Pro","1",0.1,"Input: Est. (100bp)",35,0.0505377845838666
"MulRF","2",0.1,"Input: Est. (100bp)",35,0.115030153449625
"DupTree","2",0.1,"Input: Est. (100bp)",35,0.0819003133103252
"A-Pro","2",0.1,"Input: Est. (100bp)",35,0.0434977784194052
"MulRF","5",0.1,"Input: Est. (100bp)",35,0.107017951328307
"DupTree","5",0.1,"Input: Est. (100bp)",35,0.07999589338433
"A-Pro","5",0.1,"Input: Est. (100bp)",35,0.0322167280130088
"MulRF","0",0.5,"Input: Est. (100bp)",35,0.168727170545608
"DupTree","0",0.5,"Input: Est. (100bp)",35,0.0964853479526937
"A-Pro","0",0.5,"Input: Est. (100bp)",35,0.0481230017915368
"MulRF","0.2",0.5,"Input: Est. (100bp)",35,0.166828490421176
"DupTree","0.2",0.5,"Input: Est. (100bp)",35,0.0706297812401317
"A-Pro","0.2",0.5,"Input: Est. (100bp)",35,0.0314980732742697
"MulRF","1",0.5,"Input: Est. (100bp)",35,0.149496252480894
"DupTree","1",0.5,"Input: Est. (100bp)",35,0.0516034099971876
"A-Pro","1",0.5,"Input: Est. (100bp)",35,0.0573101801238954
"MulRF","2",0.5,"Input: Est. (100bp)",35,0.104406300112605
"DupTree","2",0.5,"Input: Est. (100bp)",35,0.0760368073242716
"A-Pro","2",0.5,"Input: Est. (100bp)",35,0.0519337766151875
"MulRF","5",0.5,"Input: Est. (100bp)",35,0.15490427846089
"DupTree","5",0.5,"Input: Est. (100bp)",35,0.0670225651934743
"A-Pro","5",0.5,"Input: Est. (100bp)",35,0.0239054665341973
"MulRF","0",1,"Input: Est. (100bp)",35,0.162658099606633
"DupTree","0",1,"Input: Est. (100bp)",35,0.054677318665199
"A-Pro","0",1,"Input: Est. (100bp)",35,0.0368139479961246
"MulRF","0.2",1,"Input: Est. (100bp)",35,0.123468455187976
"DupTree","0.2",1,"Input: Est. (100bp)",35,0.0820378731470555
"A-Pro","0.2",1,"Input: Est. (100bp)",35,0.0507169922441244
"MulRF","1",1,"Input: Est. (100bp)",35,0.157899793628603
"DupTree","1",1,"Input: Est. (100bp)",35,0.0567301910137758
"A-Pro","1",1,"Input: Est. (100bp)",35,0.0219986686576158
"MulRF","2",1,"Input: Est. (100bp)",35,0.150589914899319
"DupTree","2",1,"Input: Est. (100bp)",35,0.0500935940886848
"A-Pro","2",1,"Input: Est. (100bp)",35,0.0396760388091206
"MulRF","5",1,"Input: Est. (100bp)",35,0.122360536400229
"DupTree","5",1,"Input: Est. (100bp)",35,0.0979950065724552
"A-Pro","5",1,"Input: Est. (100bp)",35,0.0384264355804771
"MulRF","0",0,"Input: Est. (500bp)",35,0.104675589296967
"DupTree","0",0,"Input: Est. (500bp)",35,0.0591277231811546
"A-Pro","0",0,"Input: Est. (500bp)",35,0.0223241011146456
"MulRF","0.2",0,"Input: Est. (500bp)",35,0.140742985215038
"DupTree","0.2",0,"Input: Est. (500bp)",35,0.0769549009739421
"A-Pro","0.2",0,"Input: Est. (500bp)",35,0.0397528108861297
"MulRF","1",0,"Input: Est. (500bp)",35,0.120896791443229
"DupTree","1",0,"Input: Est. (500bp)",35,0.0575965494848788
"A-Pro","1",0,"Input: Est. (500bp)",35,0.0408428274374455
"MulRF","2",0,"Input: Est. (500bp)",35,0.174870725348592
"DupTree","2",0,"Input: Est. (500bp)",35,0.088498388743028
"A-Pro","2",0,"Input: Est. (500bp)",35,0.0446741108968854
"MulRF","5",0,"Input: Est. (500bp)",35,0.122419376559556
"DupTree","5",0,"Input: Est. (500bp)",35,0.0621784125338309
"A-Pro","5",0,"Input: Est. (500bp)",35,0.0286944892257452
"MulRF","0",0.1,"Input: Est. (500bp)",35,0.123490420728922
"DupTree","0",0.1,"Input: Est. (500bp)",35,0.075252959120553
"A-Pro","0",0.1,"Input: Est. (500bp)",35,0.0515943034924567
"MulRF","0.2",0.1,"Input: Est. (500bp)",35,0.176196655482054
"DupTree","0.2",0.1,"Input: Est. (500bp)",35,0.0743373465491459
"A-Pro","0.2",0.1,"Input: Est. (500bp)",35,0.0521548787690699
"MulRF","1",0.1,"Input: Est. (500bp)",35,0.146001756954938
"DupTree","1",0.1,"Input: Est. (500bp)",35,0.0844396197004244
"A-Pro","1",0.1,"Input: Est. (500bp)",35,0.0511563690099865
"MulRF","2",0.1,"Input: Est. (500bp)",35,0.171931009963155
"DupTree","2",0.1,"Input: Est. (500bp)",35,0.0655780840199441
"A-Pro","2",0.1,"Input: Est. (500bp)",35,0.033057870073244
"MulRF","5",0.1,"Input: Est. (500bp)",35,0.150519432518631
"DupTree","5",0.1,"Input: Est. (500bp)",35,0.0845688023488037
"A-Pro","5",0.1,"Input: Est. (500bp)",35,0.0464856107812375
"MulRF","0",0.5,"Input: Est. (500bp)",35,0.161493218820542
"DupTree","0",0.5,"Input: Est. (500bp)",35,0.0600398757727817
"A-Pro","0",0.5,"Input: Est. (500bp)",35,0.036183402063325
"MulRF","0.2",0.5,"Input: Est. (500bp)",35,0.179767152387649
"DupTree","0.2",0.5,"Input: Est. (500bp)",35,0.0918314884183928
"A-Pro","0.2",0.5,"Input: Est. (500bp)",35,0.0517734921444207
"MulRF","1",0.5,"Input: Est. (500bp)",35,0.14399116769433
"DupTree","1",0.5,"Input: Est. (500bp)",35,0.0665123279439285
"A-Pro","1",0.5,"Input: Est. (500bp)",35,0.02304133775644
"MulRF","2",0.5,"Input: Est. (500bp)",35,0.166406877636909
"DupTree","2",0.5,"Input: Est. (500bp)",35,0.0838021591538563
"A-Pro","2",0.5,"Input: Est. (500bp)",35,0.0291274893376976
"MulRF","5",0.5,"Input: Est. (500bp)",35,0.103371297623962
"DupTree","5",0.5,"Input: Est. (500bp)",35,0.0833760623121634
"A-Pro","5",0.5,"Input: Est. (500bp)",35,0.0243105042912066
"MulRF","0",1,"Input: Est. (500bp)",35,0.150776469241828
"DupTree","0",1,"Input: Est. (500bp)",35,0.0787543762824498
"A-Pro","0",1,"Input: Est. (500bp)",35,0.0568721142504364
"MulRF","0.2",1,"Input: Est. (500bp)",35,0.157812214847654
"DupTree","0.2",1,"Input: Est. (500bp)",35,0.0594509146409109
"A-Pro","0.2",1,"Input: Est. (500bp)",35,0.0211976505257189
"MulRF","1",1,"Input: Est. (500bp)",35,0.153065092135221
"DupTree","1",1,"Input: Est. (500bp)",35,0.0546863190480508
"A-Pro","1",1,"Input: Est. (500bp)",35,0.0249796272628009
"MulRF","2",1,"Input: Est. (500bp)",35,0.10685764528811
"DupTree","2",1,"Input: Est. (500bp)",35,0.0687405781121925
"A-Pro","2",1,"Input: Est. (500bp)",35,0.0537467543501407
"MulRF","5",1,"Input: Est. (500bp)",35,0.122834940124303
"DupTree","5",1,"Input: Est. (500bp)",35,0.0862892282195389
"A-Pro","5",1,"Input: Est. (500bp)",35,0.0422355794068426
"MulRF","0",0,"Input: true",35,0.121011761687696
"DupTree","0",0,"Input: true",35,0.0733418407849968
"A-Pro","0",0,"Input: true",35,0.033053655475378
"MulRF","0.2",0,"Input: true",35,0.133815673328936
"DupTree","0.2",0,"Input: true",35,0.0813478200696409
"A-Pro","0.2",0,"Input: true",35,0.0532886847108602
"MulRF","1",0,"Input: true",35,0.104306941945106
"DupTree","1",0,"Input: true",35,0.0504635902238078
"A-Pro","1",0,"Input: true",35,0.0215771954506636
"MulRF","2",0,"Input: true",35,0.126216574832797
"DupTree","2",0,"Input: true",35,0.0749610407161526
"A-Pro","2",0,"Input: true",35,0.0585493686888367
"MulRF","5",0,"Input: true",35,0.131753614041954
"DupTree","5",0,"Input: true",35,0.0588489362155087
"A-Pro","5",0,"Input: true",35,0.0216969643067569
"MulRF","0",0.1,"Input: true",35,0.104240463841707
"DupTree","0",0.1,"Input: true",35,0.0912958925240673
"A-Pro","0",0.1,"Input: true",35,0.0344426819123328
"MulRF","0.2",0.1,"Input: true",35,0.130769062489271
"DupTree","0.2",0.1,"Input: true",35,0.0827001328347251
"A-Pro","0.2",0.1,"Input: true",35,0.0437177965790033
"MulRF","1",0.1,"Input: true",35,0.105752977877855
